NCM,DESCRICAO
84413090,"OUTS.MAQS.P/FABR.DE CAIXAS,TUBOS,TAMBORES,DE PAPEL,ETC."
84413099,MAQUINAS P/FABRICACAO DE CAIXAS/TUBOS/ETC.DE PAPEL
84414000,MAQUINAS P/MOLDAR ARTIGOS DE PASTA DE PAPEL/PAPEL/ETC.
84418000,OUTS.MAQS.E APARS.P/TRAB.DA PASTA DE PAPEL/PAPEL/CARTAO
84418001,MAQUINAS DE GRAMPEAR CAIXAS/ARTEFATOS DE PAPEL/ETC.
84418002,MAQUINAS DE PERFURAR/PICOTAR/SERRILHAR PAPEL/CARTAO
84418099,OUTS.MAQS/APARS.P/TRAB.DA PASTA DE PAPEL/PAPEL/CARTAO
84419000,PARTES DE MAQS/APARS.P/TRAB.DA PASTA DE PAPEL/PAPEL/ETC
84421000,MAQS.DE COMPOR CARACTER TIPOGRAFICO POR PROC.FOTOGRAF.
84422000,OUTS.MAQS.APARS.E MATERIAL P/COMPOR CARACTERES TIPOGRAF
84422001,"MAQS/APAQRS.P/COMPOR CARACTERES,INTERTIPO/LINOTIPO/ETC."
84422099,OUTS.MAQUINAS/APARELHOS/MATERIAL P/COMPOR CARACTERES
84423000,MAQS/APARS/MATERIAL P/PREPAR/FABR.DE CLICHE/BLOCO/ETC.
84424000,PARTES DE MAQUINAS/APARELHOS/ETC.P/COMPOR CARACTERES/
84424010,PARTES DE MAQS.DE COMPOR CARACT.TIPOGRAF.PROC.FOTOGRAF.
84424020,PARTES DE OUTS.MAQS.APARS.ETC.P/COMPOR CARACT.TIPOGRAF.
84424030,"PARTES DE OUTS.MAQS.APARS.ETC.P/PREPAR/FABR.CLICHES,ETC"
84425000,CARACTERES TIPOGRAFICOS E OUTROS ELEMENTOS DE IMPRESSAO
84425001,"CHAPAS/CILINDROS P/MAQS.DE ESTAMPARIA,GRAVADO EM RELEVO"
84425002,"CHAPAS PREPARADAS,P/IMPRESSAO,EXC.GRAVADADAS EM RELEVO/"
84425099,"OUTS.ELEMENTOS PREPARADOS,DE IMPRESSAO,EXC.GRAVADOS"
84431100,"MAQS/APARS.DE IMPRESSAO,OFFSET,ALIMENTADOS POR BOBINAS"
84431110,"MAQS.APARS.P/IMPRESS.MULTICOL.JORNAIS,ALIM.POR BOBINAS"
84431190,"OUTS.MAQS.E APARS.P/IMPRESSAO OFSETE,ALIM.POR BOBINAS"
84431200,"MAQS.E APARS.IMPRESSAO OFSETE,ALIM.FLS.FORMATO<=22X36CM"
84431201,"DUPLICADORES P/ESCRITORIO, OFFSET ,POR FLS<=22X36CM"
84431299,"OUTS.MAQS/APARS.DE IMPRESSAO, OFFSET ,POR FLS<=22X36CM"
84431900,"OUTS.MAQUINAS/APARELHOS,DE IMPRESSAO POR OFFSET"
84431910,"MAQS.E APARS.IMPRESSAO OFSETE,MULTICOL.DE MAT.PLAST.ETC"
84431990,OUTRAS MAQUINAS E APARELHOS DE IMPRESSAO POR OFSETE
84432100,"MAQS/APARS.DE IMPRESSAO,TIPOGRAF.ALIMENTADOS POR BOBINA"
84432900,"OUTS.MAQUINAS/APARELHOS,DE IMPRESSAO,TIPOGRAFICOS"
84433000,"MAQUINAS/APARELHOS,DE IMPRESSAO,FLEXOGRAFICOS"
84434001,"MAQUINAS ROTATIVAS,P/ROTOGRAVURA"
84434010,"MAQUINAS E APARS.DE IMPRESSAO,ROTATIVAS P/HELIOGRAVURA"
84434090,"OUTRAS MAQUINAS E APARELHOS DE IMPRESSAO,HELIOGRAFICOS"
84434099,"OUTS.MAQUINAS E APARELHOS,DE IMPRESSAO,HELIOGRAFICOS"
84435002,MAQUINAS P/IMPRESSAO SERIGRAFICA
84435099,"OUTS.MAQUINAS/APARELHOS,DE IMPRESSAO"
84435100,MAQUINAS DE IMPRESSAO DE JATO DE TINTA
84435910,MAQUINAS DE IMPRESSAO P/SERIGRAFIA
84435990,OUTRAS MAQUINAS DE IMPRESSAO
84436001,DOBRADORES - MAQS.AUXILIARES DE IMPRESSAO
84436002,COLADORES/ENGOMADORES - MAQS.AUXILIARES DE IMPRESSAO
84436003,NUMERADORES AUTOMATICOS - MAQS.AUXILIARES DE IMPRESSAO
84436010,"MAQUINAS AUXILIARES DE IMPRESSAO,DOBRADORAS"
84436020,"MAQUINAS AUXILIARES DE MPRESSAO,NUMERADORES AUTOMATICOS"
84436090,OUTRAS MAQUINAS AUXILIARES DE IMPRESSAO
84436099,OUTS.MAQUINAS AUXILIARES DE IMPRESSAO
84439000,"PARTES DE MAQS/APARS/MAQUINAS AUXILIARES,DE IMPRESSAO"
84439010,"PARTES DE MAQS.APARS.IMPRESSAO OFSET,ALIM.FLS<=22X36CM"
84439090,"PARTES DE OUTS.MAQS.APARS.DE IMPRESSAO,INCL.AUXILIARES"
84440001,MAQUINAS P/EXTRUSAO DE MATERIA TEXTIL SINTETICA/ARTIF.
84440002,MAQS/APARS.P/CORTE/RUTURA DE FIBRA TEXTIL SINTETICA/ETC
84440010,MAQUINAS P/EXTRUDAR MATERIAS TEXTEIS SINTET/ARTIFICIAIS
84440020,MAQUINAS P/CORTE/RUPTURA DE FIBRAS TEXTEIS SINTET/ARTIF
84440090,"OUTS.MAQUINAS P/ESTIRAR,ETC.MATERIAS TEXT.SINTET/ARTIF."
84451100,CARDAS P/PREPARACAO DE MATERIA TEXTIL
84451110,CARDAS P/LA
84451120,CARDAS P/PREPAR.DE FIBRAS TEXTEIS VEGETAIS
84451190,CARDAS P/PREPAR.DE OUTRAS MATERIAS TEXTEIS
84451200,PENTEADORAS P/MATERIA TEXTIL
84451300,BANCAS P/ESTIRAMENTO DE MATERIA TEXTIL
84451310,BANCAS DE ESTIRAMENTO P/LA
84451390,BANCAS DE ESTIRAMENTO P/OUTRAS MATERIAS TEXTEIS
84451901,"MAQUINAS/APARELHOS,P/PREPARACAO DA SEDA"
84451902,MAQS/APARS.P/RECUPERAR CORDAS/ETC.EM FIBRAS P/CARDAGEM
84451910,MAQUINAS P/PREPAR.DA SEDA
84451921,"MAQS.P/RECUPER.CORDAS,ETC.TRANSFORM.FIBRAS P/CARDAGEM"
84451922,DESCAROCADEIRAS E DESLINTADEIRAS DE ALGODAO
84451923,"MAQS.P/DESENGORDURAR,LAVAR,ETC.FIBRAS TEXTEIS EM MASSA"
84451924,ABRIDORAS DE FIBRAS DE LA
84451925,ABRIDORAS DE OUTRAS FIBRAS TEXTEIS VEGETAIS
84451926,MAQUINAS DE CARBONIZAR A LA
84451927,MAQUINAS PARA ESTIRAR A LA
84451929,OUTRAS MAQUINAS P/PREPAR.DE MATERIA TEXTIL
84452001,"ESPATELADEIRAS/SACUDIDEIRAS,P/FIACAO DE MATERIA TEXTIL"
84452002,FILATORIO INTERMITENTE/ETC.P/FIACAO DE MATERIA TEXTIL
84452003,PASSADEIRAS P/FIACAO DE MATERIA TEXTIL
84452004,MACAROQUEIRAS P/FIACAO DE MATERIA TEXTIL
84452005,FIADEIRAS DE MATERIA TEXTIL
84452006,MAQUINAS TOW-TO-YARN P/FIACAO DE FIBRA TEXTIL SINTET/
84452010,FILATORIOS INTERMITENTES P/FIACAO DE MATERIA TEXTIL
84452020,MAQUINAS TIPO TOW-TO-YARN P/FIACAO DE MATERIA TEXTIL
84452030,MAQUINAS A JATO DE AR P/FIACAO DE MATERIA TEXTIL
84452040,FIADEIRA-BOBINADORA AUTOMAT.P/FIACAO DE MATERIA TEXTIL
84452070,OUTRAS MAQUINAS P/FIACAO DE LA
84452080,OUTRAS MAQUINAS P/FIACAO DE FIBRA TEXTIL VEGETAL
84452090,OUTRAS MAQUINAS P/FIACAO DE MATERIA TEXTIL
84452099,OUTS.MAQUINAS P/FIACAO DE MATERIA TEXTIL
84453001,RETORCEDEIRAS P/MATERIA TEXTIL
84453002,MAQUINAS P/FABRICACAO DE BARBANTES/CORDOES/SEMELHS.
84453010,RETORCEDEIRAS DE MATERIA TEXTIL
84453090,OUTRAS MAQUINAS P/DOBRAGEM OU TORCAO DE MATERIA TEXTIL
84453099,"OUTS.MAQUINAS P/DOBRAGEM/TORCAO,DE MATERIA TEXTIL"
84454001,"BOBINADEIRAS AUTOMATS.C/ATADOR SPLICER ,P/MATER.TEXTIL"
84454002,"BOBINADEIRA DE MATERIA TEXTIL,N/AUTOMATICA"
84454003,"ESPULADEIRAS DE MATERIA TEXTIL,AUTOMATICA"
84454004,MEADEIRAS DE MATERIA TEXTIL
84454011,"BOBINADEIRAS DE TRAMA DE MATERIA TEXTIL,AUTOMATICAS"
84454012,"BOBINADEIRAS P/FIOS ELASTANOS,AUTOMATICAS"
84454018,"OUTRAS BOBINADEIRAS DE MATERIA TEXTIL,C/ATADOR AUTOMAT."
84454019,"OUTRAS BOBINADEIRAS DE MATERIA TEXTIL,AUTOMATICA"
84454021,"BOBINADEIRAS DE MATERIA TEXTIL,N/AUTOMAT.V>=4000M/MIN"
84454029,"OUTRAS BOBINADEIRAS DE MATERIA TEXTIL,N/AUTOMAT."
84454031,"MEADEIRAS DE MATERIA TEXTIL,C/CONTROLE/ATADOR AUTOMAT."
84454039,OUTRAS MEADEIRAS DE MATERIA TEXTIL
84454040,"NOVELEIRAS DE MATERIA TEXTIL,AUTOMATICAS"
84454090,"OUTRAS MAQUINAS DE BOBINAR OU DE DOBAR,MATERIA TEXTIL"
84454099,"OUTS.MAQUINAS DE BOBINAR/DE DOBAR,P/MATERIA TEXTIL"
84459001,URDIDEIRAS DE MATERIA TEXTIL
84459002,ENGOMADEIRAS DE FIO TEXTIL
84459003,"PASSADEIRAS P/LICO/PENTE,DE MATERIA TEXTIL"
84459004,"MAQUINAS P/ATAR URDIDURA DE MATERIA TEXTIL,AUTOMATICA"
84459005,"MAQUINAS P/COLOCAR LAMELA DE MATERIA TEXTIL,AUTOMATICA"
84459010,URDIDEIRAS DE MATERIA TEXTIL
84459020,"PASSADEIRAS P/LICO E PENTE,DE MATERIA TEXTIL"
84459030,MAQUINAS P/AMARRAR URDIDEIRAS DE MATERIA TEXTIL
84459040,"MAQUINAS P/COLOCAR LAMELAS DE MATERIA TEXTIL,AUTOMAT."
84459090,OUTS.MAQUINAS E APARELHOS P/FABR/PREPAR.DE FIOS TEXTEIS
84459099,OUTS.MAQS/APARS.P/FABRICAO/PREPAR.DE MATERIA TEXTIL
84461001,"TEARES P/TECIDO TUBULAR,L<=30CM"
84461010,"TEARES P/TECIDO DE LARG<=30CM,C/MECANISMO JACQUARD"
84461090,OUTROS TEARES P/TECIDO DE LARG<=30CM
84461099,"OUTS.TEARES P/TECIDO,L<=30CM,EXC.TUBULAR"
84462100,"TEARES P/TECIDO DE L>30CM,DE LANCADEIRA,A MOTOR"
84462101,"TEARES P/TECIDO TUBULAR,L>30CM,C/LANCADEIRA,MOTOR"
84462199,"OUTS.TEARES P/TECIDO N/TUBUL.L>30CM,C/LANCADEIRA,MOTOR"
84462900,"OUTROS TEARES P/TECIDO DE L>30CM,DE LANCADEIRA"
84462901,"TEARES P/TECIDO TUBULAR,L>30CM,C/LANCADEIRA"
84462999,"OUTS.TEARES P/TECIDO N/TUBULAR,L>30CM,C/LANCADEIRA"
84463001,"TEARES P/TECIDO TUBULAR,L>30CM,S/LANCADEIRA"
84463010,"TEARES P/TECIDO DE L>30CM,S/LANCADEIRA,A JATO DE AR"
84463020,"TEARES P/TECIDO DE L>30CM,S/LANCADEIRA,A JATO DE AGUA"
84463030,"TEARES P/TECIDO DE L>30CM,S/LANCADEIRA,DE PROJETIL"
84463041,"TEARES P/TECIDO ATOALHADO,L>30CM,S/LANCADEIRA,DE PINCAS"
84463042,"TEARES P/TAPETES,L>30CM,S/LANCADEIRA,DE PINCAS"
84463049,"OUTROS TEARES P/TECIDO,L>30CM,S/LANCADEIRA,DE PINCAS"
84463090,"OUTROS TEARES P/TECIDO,L>30CM,S/LANCADEIRA"
84463099,"TEARES A JATO AR,P/TECIDO N/TUBULAR,L>30CM,S/LANCADEIRA"
84471100,"TEARES CIRCULARES,P/FABR.DE MALHAS,DIAM.CILINDRO<=165MM"
84471200,"TEARES CIRCULARES,P/FABR.DE MALHAS,DIAM.CILINDRO>165MM"
84472001,"TEARES RETILINEOS,P/TRICOTAR MALHAS,MANUAIS"
84472002,"MAQUINAS DE COSTURA,POR ENTRELACAMENTO,PARA MALHAS"
84472010,"TEARES RETILINEOS,P/MALHAS,MANUAIS"
84472021,"TEARES RETILINEOS,MOTORIZADOS,P/FABR.MALHA DE URDIDURA"
84472029,"OUTROS TEARES RETILINEOS,MOTORIZADOS,P/MALHAS"
84472030,MAQUINAS DE COSTURA POR ENTRELACAMENTO
84479001,"MAQUINAS P/BORDADO,AUTOMATICAS"
84479002,"MAQUINAS RETILINEAS,P/FABR.DE CORTINADOS/FILO/REDE/ETC."
84479010,"MAQUINAS P/FABR.DE REDES,TULES OU FILOS"
84479020,"MAQUINAS P/BORDAR,AUTOMATICAS"
84479090,"OUTS.MAQS.P/FABR.GUIPURAS,RENDAS,ETC.E INSERIR TUFOS"
84479099,MAQUINAS P/FABR.DE TULES/RENDAS/PASSAMANARIAS/ETC.
84481101,"RATIERAS (MAQUINETAS) PARA LICOS,P/CARTOES"
84481102,"MECANISMO JACQUARD ,PARA CARTOES"
84481110,RATIERAS P/TEARES
84481120,MECANISMOS JACQUARD P/TEARES
84481190,"REDUTORES,PERFURADORES E COPIADORES DE CARTOES,ETC."
84481199,"MAQUINAS P/ENLACAR CARTAO,REDUTOR/ETC.DE CARTAO"
84481900,OUTS.MAQS.E APARS.AUXILIARES P/TRAB.ETC.MATERIA TEXTIL
84481901,"MAQS/APARS.AUXILIARES,P/MAQUINAS DE TRICOTAR,MANUAIS"
84481902,"MECANISMO TROCA-LANCADEIRAS,PARA TEARES"
84481999,"OUTS.MAQS/APARS.AUXILIARES,P/MAQS.TRAB.MATERIA TEXTIL"
84482001,FIEIRA P/MAQUINAS DE EXTRUDAR MATERIA TEXTIL
84482002,PARTES/ACESS.DE MAQUINAS P/EXTRUDAR MATERIA TEXTIL
84482003,PARTES/ACESS.DE MAQUINAS P/CORTAR FIBRA TEXTIL SINTET/
84482010,FIEIRAS P/EXTRUSAO DE MATERIA TEXTIL SINTETICA/ARTIF.
84482020,OUTS.PARTES E ACESS.DE MAQS.P/EXTRUSAO DE MATER.TEXTIL
84482030,PARTES E ACESS.DE MAQS.P/CORTE/RUPTURA DE FIBRA TEXTIL
84482090,"OUTS.PARTES E ACESS.DE MAQS.P/ESTIRAR,ETC.MATER.TEXTIL"
84482099,PARTES/ACESS.DE MAQUINAS P/ESTIRAR/ETC.MATERIA TEXTIL
84483100,GUARNICOES DE CARDAS P/PREPARAR MATERIA TEXTIL
84483201,PARTES/ACESS.DE MAQUINAS P/PREPARACAO DA SEDA
84483211,CHAPEUS ( FLATS ) DE CARDAS
84483219,OUTRAS PARTES E ACESSORIOS DE CARDAS
84483220,PARTES E ACESS.DE PENTEADORAS DE MATERIA TEXTIL
84483230,BANCAS DE ESTIRAMENTO DE MATERIA TEXTIL
84483240,PARTES E ACESS.DE MAQUINAS P/PREPAR.DA SEDA
84483250,PARTES E ACESS.DE MAQUINAS P/CARBONIZAR LA
84483290,OUTS.PARTES E ACESS.DE MAQS.P/PREPAR.DE MATERIA TEXTIL
84483299,PARTES/ACESS.DE MAQS/APARS.P/RECUP.CORDA/ETC.P/CARDAGEM
84483300,FUSOS/ALETAS/ETC.DE MAQS/APARS.P/PREPAR.MATERIA TEXTIL
84483310,CURSORES DE FUSOS P/MAQUINAS PREPAR.MATERIA TEXTIL
84483390,"FUSOS,SUAS ALETAS E ANEIS,P/MAQS.PREPAR.MATERIA TEXTIL"
84483901,PARTES/ACESS.DE ESPATELADEIRAS/ETC.DE MATERIA TEXTIL
84483902,PARTES/ACESS.DE BOBINADORES AUTOMAT.DE MATERIA TEXTIL
84483911,PARTES E ACESS.DE FILATORIOS INTERMITENTES
84483912,PARTES E ACESS.DE MAQS. TOW-TO-YARN P/FIACAO MAT.TEXT.
84483917,PARTES E ACESS.DE OUTS.FILATORIOS P/FIACAO MATER.TEXTIL
84483919,"PARTES E ACESS.DE MAQS.P/DOBRAGEM,TORCAO DE MAT.TEXTIL"
84483921,PARTES E ACESS.DE BOBINADEIRAS DE TRAMA
84483922,PARTES E ACESS.DE BOBINADEIRAS AUTOMAT.P/FIOS ELASTANOS
84483923,PARTES E ACESS.DE OUTRAS BOBINADEIRAS AUTOMATICAS
84483929,PARTES E ACESS.DE OUTS.MAQUINAS DE BOBINAR OU DE DOBAR
84483991,PARTES E ACESS.DE URDIDEIRAS
84483992,PARTES E ACESS.DE PASSADEIRAS P/LICO E PENTE
84483999,PARTES/ACESS.DE URDIDEIRAS DE MATERIA TEXTIL
84484100,LANCADEIRAS DE TEARES P/TECIDOS
84484101,"LANCADEIRA DE MADEIRA,P/TEAR AUTOMATICO-TROCA-ESPULA"
84484102,"LANCADEIRA DE MADEIRA,P/TEAR AUTOMATICO-TROCA-LANCADEIR"
84484199,OUTS.LANCADEIRAS DE TEARES PARA TECIDOS
84484200,"PENTES/LICOS/QUADROS DE LICOS,DE TEARES P/TECIDOS"
84484901,"COLETORES DE RESIDUOS,DE TEARES P/TECIDOS"
84484902,PARTES/ACESS.DE MAQS/APARS.AUXILIAR.P/TEARES DE TECIDOS
84484910,PARTES E ACESS.DE MAQUINAS E APARS.AUXILIARES DE TEARES
84484920,"PARTES E ACESS.DE TEARES P/TECIDO L>30CM,JATO AGUA,ETC."
84484990,OUTRAS PARTES E ACESS.DE TEARES P/TECIDOS
84484999,PARTES/ACESS.DE TEARES P/TECIDOS TUBULARES
84485100,"PLATINAS,AGULHAS,ETC.UTIL.NA FORMACAO DE MALHAS"
84485101,"AGULHAS DE LINGUETA, CHAPA ,P/MAQS.DE FABR.DE MALHAS/"
84485102,"AGULHAS P/USO NA FORMACAO DE MALHA,EXC.DE LINGUETA"
84485199,PLATINAS/OUTS.ARTIGOS UTILIZADOS NA FORMACAO DE MALHAS
84485901,"PARTES/ACESS.DE TEARES CIRCULARES,P/MALHAS"
84485902,"PARTES/ACESS.DE MAQUINAS/APARELHOS,P/REMALHAR"
84485903,"PARTES/ACESS.DE MAQUINAS P/TRICOTAR,MANUAL"
84485904,PARTES/ACESS.DE MAQS. RASCHELL P/FABR.TECIDO DE MALHA
84485905,PARTES/ACESS.DE MAQS.P/FABR.DE RENDAS/BORDADOS/ETC.
84485910,PARTES E ACESS.DE TEARES CIRCULARES P/FABR.DE MALHAS
84485921,"PARTES E ACESS.DE TEARES RETILIN.MANUAIS,P/FABR.MALHAS"
84485922,PARTES E ACESS.DE TEARES RETILIN.P/FABR.MALHAS URDIDURA
84485929,OUTRAS PARTES E ACESS.DE OUTRAS TEARES RETILINEOS
84485930,"PARTES E ACESS.DE MAQS.P/FABR.DE REDES,TULES,FILOS,ETC."
84485940,"PARTES E ACESS.DE MAQUINAS P/FABR.GUIPURAS,RENDAS,ETC."
84485990,"OUTS.PARTES E ACESS.DE OUTS.TEARES,MAQS.COSTURA ENTREL."
84485999,PARTES/ACESS.DE TEARES/MAQS/APARS.P/FABR.DE MALHAS/ETC.
84490001,"MAQUINAS/APARELHOS,P/FABRICACAO/ACABAMENTO DE FELTRO"
84490002,"MAQUINAS/APARELHOS,P/FABRICACAO DE CHAPEU DE FELTRO"
84490003,FORMAS P/CHAPEUS DE FELTRO/ARTEFATOS DE USO SEMELHANTE
84490010,MAQUINAS E APARELHOS P/FABRICACAO/ACABAMENTO DE FELTROS
84490020,MAQUINAS E APARELHOS P/FABR.DE FALSOS TECIDOS
84490080,OUTS.MAQS.E APARS.P/FABR/ACABAM.DE CHAPEUS DE FELTROS
84490090,PARTES DE MAQS/APARS.P/FABR/ACABAMENTO DE FELTROS/ETC.
84490091,PARTES DE MAQUINAS E APARELHOS P/FABR.DE FALSOS TECIDOS
84490099,OUTS.MAQUINAS/APARS.P/FABR/ACABAMENTO DE FELTROS/ETC.
84501100,"MAQUINAS DE LAVAR ROUPA,CAP<=10KG,INTEIRAMENTE AUTOMAT."
84501101,"MAQUINAS DE LAVAR ROUPA,C<=10KG,AUTOMAT.USO DOMESTICO"
84501199,"MAQUINAS DE LAVAR ROUPA,C<=10KG,AUTOMAT.USO INDUSTRIAL"
84501200,"MAQS.DE LAVAR ROUPA,CAP<=10KG,C/SECAD.CENTRIFUGO INCORP"
84501201,"MAQS.DE LAVAR ROUPA,C<=10KG,SECAD.CENTRIF.USO DOMESTICO"
84501299,"MAQS.DE LAVAR ROUPA,C<=10KG,SECAD.CENTRIF.USO INDAL."
84501900,"OUTS.MAQUINAS DE LAVAR ROUPA,CAPAC<=10KG DE ROUPA SECA"
84501901,"OUTS.MAQUINAS DE LAVAR ROUPA,CAP<=10KG,USO DOMESTICO"
84501999,"OUTS.MAQUINAS DE LAVAR ROUPA,CAP<=10KG,P/OUT.USO"
84502000,"MAQUINAS DE LAVAR ROUPA,C> 10KG"
84502010,"TUNEIS CONTINUOS DE LAVAR ROUPA,CAP>10KG DE ROUPA SECA"
84502090,"OUTS.MAQUINAS DE LAVAR ROUPA,CAPACID>10KG DE ROUPA SECA"
84509000,PARTES DE MAQUINAS DE LAVAR ROUPA
84509010,"PARTES DE MAQS.DE LAVAR ROUPA,CAP>10KG DE ROUPA SECA"
84509090,"PARTES DE MAQS.DE LAVAR ROUPA,CAP<=10KG DE ROUPA SECA"
84511000,"MAQUINAS DE LAVAR ROUPA/ETC.A SECO,ETC."
84512100,"MAQUINAS P/SECAR ROUPA,CAPACIDADE<=10KG DE ROUPA SECA"
84512101,"MAQUINAS DE SECAR ROUPA,CAP<=10KG,USO DOMESTICO"
84512199,"MAQUINAS DE SECAR ROUPA,CAP<=10KG,EXC.USO DOMESTICO"
84512900,"MAQUINAS DE SECAR ROUPA,CAP>10KG"
84513000,"MAQUINAS E PRENSAS,PARA PASSAR ROUPAS"
84513010,"MAQUINAS E PRENSAS P/PASSAR ROUPA,AUTOMATICAS"
84513091,"PRENSAS PARA PASSAR ROUPA,DE PESO<=14KG"
84513099,"OUTS.MAQS.E PRENSAS P/PASSAR ROUPA,INCL.AS FIXADORAS"
84514001,MAQUINAS DE LAVAR MATERIA TEXTIL
84514002,"MAQUINAS DE BRANQUEAR/TINGIR,FIOS OU TECIDOS"
84514010,MAQUINAS P/LAVAR FIOS/TECIDOS/OBRAS DE MATERIAS TEXTEIS
84514021,"MAQS.P/TINGIR TECIDOS EM ROLOS,POR PRESSAO ESTATICA,ETC"
84514029,OUTRAS MAQUINAS P/TINGIR OU BRANQUEAR FIOS OU TECIDOS
84514090,MAQUINAS BRANQUEAR OU TINGIR OUTRAS MATERIAS TEXTEIS
84514099,OUTS.MAQS.P/LAVAR/BRANQUEAR/ETC.FIO/TECIDO/MATERIA TEXT
84515000,MAQUINAS DE ENROLAR/DESENROLAR/DOBRAS/ETC.TECIDOS
84515010,MAQUINAS P/INSPECIONAR TECIDOS
84515020,"MAQUINAS P/ENFESTAR OU CORTAR TECIDOS,AUTOMATICAS"
84515090,"OUTS.MAQS.P/ENROLAR,DESENROLAR,DOBRAR,DENTEAR TECIDOS"
84518000,OUTS.MAQUINAS E APARELHOS P/TRABALHAR MATERIAS TEXTEIS
84518001,MAQUINAS DE MERCERIZAR FIOS
84518002,MAQUINAS DE MERCERIZAR TECIDOS
84518003,"MAQUINAS DE CARBONIZAR/CHAMUSCAR,FIOS/TECIDOS"
84518004,"ALARGADORAS OU RAMAS,P/MATERIA TEXTIL"
84518005,TOSADORAS DE MATERIA TEXTIL
84518099,"OUTS.MAQUINAS/APARELHOS,P/TRAB.TECIDOS,USO DOMESTICO"
84519001,"PARTES DE MAQUINAS DE SECAR,DE USO DOMESTICO"
84519010,"PARTES DE MAQUINAS DE SECAR,CAPACID<=10KG DE ROUPA SECA"
84519090,PARTES DE OUTS.MAQUINAS E APARELHOS P/TRAB.MATER.TEXTIL
84519099,OUTS.PARTES DE MAQS/APARS.P/TRABALHAR TECIDOS
84521000,"MAQUINAS DE COSTURA,DE USO DOMESTICO"
84522101,MAQUINAS P/COSTURAR COUROS/PELES/ETC.AUTOMATICAS
84522102,"MAQUINAS P/COSTURAR TECIDOS,AUTOMATICAS"
84522110,"MAQUINAS P/COSTURAR COUROS OU PELES,AUTOMATICAS"
84522120,"MAQUINAS P/COSTURAR TECIDOS,AUTOMATICAS"
84522190,"MAQUINAS P/COSTURAR OUTRAS MATERIAS,AUTOMATICAS"
84522199,"MAQUINAS P/COSTURAR OUTS.MATERIAS,AUTOMATICAS"
84522901,MAQUINAS P/COSTURAR COUROS/PELES/ETC.N/AUTOMATICAS
84522902,"MAQUINAS P/COSTURAR TECIDOS,N/AUTOMATICAS"
84522910,"MAQUINAS P/COSTURAR COUROS OU PELES,NAO AUTOMATICAS"
84522921,"REMALHADEIRAS P/COSTURAR TECIDOS,NAO AUTOMATICAS"
84522922,"MAQUINAS P/CASEAR TECIDOS,NAO AUTOMATICAS"
84522923,"MAQS.P/INSERIR ELASTICO EM TECIDO,ZIGUE-ZAGUE,N/AUTOMAT"
84522929,"OUTRAS MAQUINAS P/COSTURAR TECIDOS,NAO AUTOMATICAS"
84522990,"OUTRAS MAQUINAS DE COSTURA,NAO AUTOMATICAS"
84522999,"MAQUINAS P/COSTURAR OUTS.MATERIAS,N/AUTOMATICAS"
84523000,AGULHAS PARA MAQUINAS DE COSTURA
84523001,"AGULHAS P/MAQUINAS DE COSTURA,DE USO DOMESTICO"
84523099,"AGULHAS P/MAQUINAS DE COSTURA,EXC.USO DOMESTICO"
84524000,"MOVEIS,BASES E TAMPAS,P/MAQUINAS DE COSTURA,SUAS PARTES"
84524001,"MOVEIS/BASES/TAMPAS,P/MAQS.DE COSTURA,USO DOMESTICO"
84524099,"MOVEIS/BASES/TAMPAS,P/MAQS.DE COSTURA,EXC.USO DOMESTICO"
84529001,"LANCADEIRA P/MAQUINAS DE COSTURA,USO DOMESTICO"
84529011,"GUIA-FIOS,LANCADEIRAS,ETC.P/MAQS.DE COSTURA,DOMESTICAS"
84529019,"OUTRAS PARTES DE MAQUINAS DE COSTURA,DE USO DOMESTICO"
84529091,"GUIA-FIOS,LANCADEIRAS,ETC.P/OUTRAS MAQUINAS DE COSTURA"
84529092,PARTES PARA REMALHADEIRAS
84529093,LANCADEIRAS ROTATIVAS DE MAQUINAS DE COSTURAR
84529099,"LANCADEIRA ROTATIVA P/MAQS.DE COSTURA,EXC.USO DOMESTICO"
84531001,MAQS/APARS.P/AMACIAR/BUFIAR/ESCOVAR/ETC.COUROS/PELES
84531002,MAQS/APARS.P/DESCARNAR/DIVIDIR/PELAR/ETC.COUROS/PELES
84531003,"MAQS/APARS.P/CILINDRAR/ENXUGAR/PRENSAR,COUROS/PELES"
84531010,"MAQUINAS P/DIVIDIR COUROS C/L<=3M,LAMINA S/FIM,ELETRON."
84531090,OUTS.MAQUINAS E APARS.P/PREPAR/CURTIR/TRAB.COUROS/PELES
84531099,OUTS.MAQS/APARS.P/PREPARAR/CURTIR/ETC.COUROS/PELES
84532000,"MAQUINAS/APARELHOS,P/FABRICACAO/CONSERTO,DE CALCADOS"
84538000,"MAQS/APARS.P/FABRICACAO/CONSERTO,DE OUTS.OBRAS COURO"
84539000,PARTES DE MAQS/APARS.P/PREPARAR/CURTIR/ETC.COUROS/PELES
84541000,"CONVERSOR P/METALURGIA,DE ACIARIA/FUNDICAO"
84542001,"LINGOTEIRAS P/METALURGIA,DE ACIARIA/FUNDICAO"
84542010,LINGOTEIRAS DE FUNDICAO
84542090,CADINHOS OU COLHERES DE FUNDICAO
84542099,"CADINHOS OU COLHERES,DE FUNDICAO"
84543001,"MAQUINAS DE VAZAR SOB PRESSAO,P/METALURGIA/ACIARIA/ETC."
